"airport";"year";"month";"tm_mov_naz";"p_tm_mov_naz";"tm_mov_internaz";"p_tm_mov_internaz";"tm_mov_UE";"p_tm_mov_UE";"tm_mov_tcomm";"p_tm_mov_tcomm";"tm_mov_tgenav";"p_tm_mov_tgenav";"tm_mov_tot";"p_tm_mov_tot";"tp_mov_naz";"p_tp_mov_naz";"tp_mov_internaz";"p_tp_mov_internaz";"tp_mov_UE";"p_tp_mov_UE";"tp_mov_tcomm";"p_tp_mov_tcomm";"tp_mov_tgenav";"p_tp_mov_tgenav";"tp_mov_tot";"p_tp_mov_tot";"cod3";"cod4";"rating";"nroutes";"nro"
"Cuneo";2011;3;149;231.111111111111;94;-9.61538461538461;77;-19.7916666666667;243;63.0872483221477;264;0;507;3.25865580448065;12861;49.199535962877;30041;21.5693415887661;24281;8.99582529065853;134;0;43036;0;649;30.060120240481;"CUF";"LIMZ";42;50;1
"Firenze";2011;3;321;11.4583333333333;1676;5.60806553245117;1451;5.98977355734112;1997;6.50666666666667;527;0;2524;1.97979797979798;83603;8.11758011535577;286936;4.72155007864992;244598;6.02427394885132;8;0;370547;0;1888;-10.3939250118652;"FLR";"LIRQ";61;5618;5
"Genova";2011;3;806;-3.7037037037037;626;12.9963898916968;599;14.9712092130518;1432;2.94751976994968;473;0;1905;-1.80412371134021;179370;11.5034345569266;93044;19.4065860732527;82207;18.6436519505261;514;-24.188790560472;272928;0;1484;14.3297380585516;"GOA";"LIMJ";64;800;3
"Lamezia Terme";2011;3;1138;4.21245421245421;2;-87.5;2;-87.5;1140;2.88808664259928;24;0;1164;-5.67260940032415;361218;16.7414847923676;849;-56.7498726439124;565;-62.1059691482227;159;-48.8745980707396;362226;0;142;13.6;"SUF";"LICA";62;1250;4
"Milano Linate";2011;3;4911;-4.39945493478684;3263;14.7731269785438;3260;14.7887323943662;8174;2.43107769423559;2281;0;10455;-0.561156553167206;1196609;0.42415163378946;740740;24.0010311936066;740157;23.9640312591069;177;-56.8292682926829;1937526;0;14154;3.63915940543311;"LIN";"LIML";67;7200;5
"Milano Malpensa";2011;3;3084;21.993670886076;12773;-1.5340733888375;9215;-0.31371700562527;15857;2.30322580645161;321;0;16178;1.86374512026193;812565;18.6612576064909;3382508;2.3815728738659;2072892;3.99715033965142;48708;-19.1420840319394;4243781;0;2266;-19.7592067988669;"MXP";"LIMC";72;74500;8
"Napoli";2011;3;2906;-1.5916017609211;1263;-1.09631949882537;1124;2.64840182648402;4169;-1.44208037825059;278;0;4447;-2.94631165429943;685426;2.06854445412376;361409;8.40427127388344;321665;12.5804983900322;3770;-20.464135021097;1050605;0;750;-11.5566037735849;"NAP";"LIRN";75;12482;6
"Olbia";2011;3;639;13.4991119005329;73;-32.4074074074074;72;-33.3333333333333;712;6.11028315946349;202;0;914;12.4231242312423;128690;9.68396290740488;13269;-25.513640956551;13224;-24.3478260869565;7277;30.5057388809182;149236;0;571;-21.8878248974008;"OLB";"LIEO";77;5408;5
"Palermo";2011;3;3466;10.4173303599873;393;74.6666666666667;363;91.0526315789474;3859;14.7146254458977;111;-23.448275862069;3970;13.1376460530066;847249;14.7691745008263;75149;27.1277045658315;70989;29.8310106441348;1272;-70.6574394463668;923670;0;452;-30.1391035548686;"PMO";"LICJ";67;7938;5
"Perugia";2011;3;69;23.2142857142857;73;58.695652173913;53;17.7777777777778;142;39.2156862745098;155;-42.5925925925926;297;-20.1612903225806;7004;108.452380952381;20017;40.9945763189406;15547;30.9551886792453;7;0;27028;0;432;-15.4598825831703;"PEG";"LIRZ";74;50;1
"Pescara";2011;3;183;-19.3832599118943;146;-9.3167701863354;132;-13.7254901960784;329;-15.2061855670103;186;0;515;-16.6666666666667;41301;-5.52861521570063;39482;-9.18249988498873;37194;-11.1403110590821;84;6.32911392405063;80867;0;726;-25.6908904810645;"PSR";"LIBP";66;162;2
"Pisa";2011;3;866;7.71144278606965;1765;12.9961587708067;0;0;2631;11.200338123415;190;0;2821;8.16717791411043;240027;8.3946748073953;486911;15.6887949059114;0;0;1689;-51.2413394919169;728627;0;1108;-7.51252086811352;"PSA";"LIRP";66;11552;6
"Reggio Calabria";2011;3;404;-2.41545893719807;46;-25.8064516129032;46;-25.8064516129032;450;-5.46218487394958;138;0;588;-7.54716981132075;89984;13.4428461567555;2011;-21.2915851272016;2011;86.8959107806691;14046;-0.993867625290759;106041;0;407;102.487562189055;"REG";"LICR";76;72;1
"Rimini";2011;3;140;2700;176;-49.2795389048991;66;-72.7272727272727;316;-10.2272727272727;153;0;469;-16.696269982238;9772;581.450488145049;63095;17.688204133403;15059;-28.4947768281102;413;-57.1576763485477;73280;0;604;-10.7828655834564;"RMI";"LIPR";70;18;1
"Roma Ciampino";2011;3;561;-34.6153846153846;2295;-3.04182509505703;2204;-5.04093063334769;2856;-11.4418604651163;1292;0;4148;-11.3296280461736;213473;-3.28597446608012;874354;5.05855183633843;846261;2.61776485952614;0;0;1087827;0;8138;-3.93105890685869;"CIA";"LIRA";68;5000;5
"Roma Fiumicino";2011;3;10818;-4.85488126649077;15246;1.13432835820896;9936;4.09638554216868;26064;-1.44072603516733;6;-25;26070;-1.44785090537935;2770106;2.1662095795044;4669450;4.43995918533499;2791281;7.65836354933678;78849;-19.0636515740959;7518405;0;69;-15.8536585365854;"FCO";"LIRF";74;219122;9
"Torino";2011;3;1934;0.415368639667705;1934;-1.42711518858308;1813;1.62556053811659;3868;-0.51440329218107;1079;0;4947;2;491891;5.47090759387275;397993;1.91986601655331;357213;2.28822926390663;910;-65.6084656084656;890794;0;1547;-12.7467569091935;"TRN";"LIMF";76;3700;4
"Trapani";2011;3;583;-20.0274348422497;194;-3.96039603960396;193;-2.03045685279188;777;-16.5413533834586;28;-36.3636363636364;805;-17.4358974358974;210312;9.58886978271065;74832;38.806551538647;74832;39.8572122752589;386;114.444444444444;285530;0;99;-69.6319018404908;"TPS";"LICT";61;1568;4
"Treviso";2011;3;260;6.99588477366255;1220;40.3912543153049;1098;37.4217772215269;1480;33.0935251798561;385;0;1865;22.2149410222805;99103;-0.214466953965121;420316;39.2318853061792;375211;37.0038229956658;75;0;519494;0;1372;-5.18313752591569;"TSF";"LIPH";64;2888;4
"Trieste";2011;3;559;51.490514905149;421;16.6204986149584;376;9.62099125364431;980;34.2465753424658;453;0;1433;22.3740392826644;104732;28.5449524393986;65072;25.3868239011889;59329;26.6793355254729;769;275.121951219512;170573;0;715;15.3225806451613;"TRS";"LIPQ";72;242;2
"Venezia";2011;3;1420;-8.09061488673139;3792;3.86195562859491;3197;1.26702565726956;5212;0.307929176289453;446;0;5658;0.64034151547492;365698;-5.9641237155817;995338;10.0290289559967;813070;8.7253617180605;2353;-30.074294205052;1363389;0;2922;17.1142284569138;"VCE";"LIPZ";75;30013;7
"Verona";2011;3;992;-6.50329877474081;1508;11.6210214655811;1105;17.5531914893617;2500;3.64842454394693;285;0;2785;0.541516245487365;263570;7.51508278706246;373128;21.8146440837327;202560;38.1511642181937;4797;24.2102537545313;641495;0;1487;-17.3888888888889;"VRN";"LIPX";67;2965;4
"Alghero";2011;4;810;9.75609756097561;356;42.4;340;39.344262295082;1166;18.0161943319838;52;-13.3333333333333;1218;16.2213740458015;258679;4.0999472817929;106413;50.3560629609744;101445;48.5024593043682;65;-93.4143870314083;365157;14.0217703558448;147;-65.3301886792453;"AHO";"LIEA";70;1922;4
"Ancona";2011;4;295;13.8996138996139;529;31.2655086848635;425;31.9875776397516;824;24.4712990936556;465;2.1978021978022;1289;15.3983885407341;44819;32.2445487002449;109965;34.1167430968875;95327;35.3134891907621;1151;-16.955266955267;155935;32.9720557009951;3140;15.8671586715867;"AOI";"LIPY";77;200;2
"Bari";2011;4;1998;6.10727562400425;829;25.226586102719;661;29.8624754420432;2827;11.0805500982318;274;-5.51724137931035;3101;9.38271604938272;811871;11.6672283008617;245165;37.6442186227999;216541;44.7282764889486;2337;-64.8677089597114;1059373;16.183270235531;1029;9.93589743589744;"BRI";"LIBD";72;5000;5
"Bergamo";2011;4;1658;30.2435192458759;3815;21.1880559085133;3278;20.4261572373255;5473;23.7955213752545;211;66.1417322834646;5684;24.9780123131047;718590;22.1317089669308;1691207;8.592737184447;1496588;8.83540240551003;1141;-60.5326876513317;2410938;12.2071590101501;1153;13.0392156862745;"BGY";"LIME";73;13122;6
"Bologna";2011;4;1489;8.52769679300292;3727;10.9886837403216;0;0;5216;10.2748414376321;434;-11.0655737704918;5650;8.27903411268685;488638;16.8934500741591;1237132;19.37222889619;0;0;15779;10.0271947562931;1741549;18.5754865100774;3254;51.7723880597015;"BLQ";"LIPE";72;15488;6
"Bolzano";2011;4;190;2.1505376344086;4;-42.8571428571429;4;-42.8571428571429;194;0.518134715025907;1544;37.7341659232828;1738;32.2678843226788;18086;4.35635566326236;105;17.9775280898876;105;40;13;0;18204;4.50057405281286;2948;22.9357798165138;"BZO";"LIPB";59;8;1
"Brindisi";2011;4;1000;27.7139208173691;207;50;153;40.3669724770642;1207;31.0532030401737;77;-15.3846153846154;1284;26.8774703557312;458625;39.6246232532651;65130;58.7375091396539;53783;36.768894313905;334;-24.9438202247191;524089;41.6667342442796;354;0;"BDS";"LIBR";72;968;3
"Cagliari";2011;4;2244;5.15463917525773;584;13.1782945736434;561;21.4285714285714;2828;6.71698113207547;351;0.285714285714286;3179;5.96666666666667;760117;5.60407346689266;150833;1.75536831027248;144145;2.44774379713008;3654;0.219418540866703;914604;4.92705272830942;879;43.1596091205212;"CAG";"LIEE";72;3698;4
"Catania";2011;4;4026;17.9607383533548;1033;11.5550755939525;911;20.6622516556291;5059;16.5936851809173;138;15.9663865546218;5197;16.5769403319874;1542279;8.51475660363817;253335;9.41069770454987;231888;13.3294886957882;2797;-33.357159876102;1798411;8.53389611612283;627;10.1933216168717;"CTA";"LICC";68;27149;7
"Cuneo";2011;4;179;108.139534883721;116;36.4705882352941;77;2.66666666666667;295;72.5146198830409;327;15.9574468085106;622;37.3068432671082;18735;54.1848407538474;42835;28.1295803296342;33268;10.4148689014271;134;0;61704;35.3692246939581;889;21.2824010914052;"CUF";"LIMZ";42;50;1
"Firenze";2011;4;332;11.4093959731544;1898;23.0869001297017;1658;23.9162929745889;2230;21.195652173913;734;-2.78145695364238;2964;14.2196531791908;119472;13.8772125475394;423431;14.2678648531952;364009;16.0846631714566;8;0;542911;14.1833500535256;3155;-2.14019851116625;"FLR";"LIRQ";61;5618;5
"Genova";2011;4;848;18.9340813464236;649;26.7578125;626;29.8755186721992;1497;22.2040816326531;588;12.2137404580153;2085;19.2109777015437;254236;15.1003703334812;133798;22.91961414791;119844;23.4448873644201;798;-11.1358574610245;388832;17.6033632761697;2296;15.6675062972292;"GOA";"LIMJ";64;800;3
"Lamezia Terme";2011;4;1162;11.5163147792706;218;87.9310344827586;206;94.3396226415094;1380;19.1709844559585;92;-28.125;1472;14.4634525660964;501170;18.477944809424;26371;106.539786967419;24867;112.320696721311;434;-19.3308550185874;527975;21.0083128396358;221;23.463687150838;"SUF";"LICA";62;1250;4
"Milano Linate";2011;4;4570;3.93450079599727;3183;33.4031852472758;3172;33.1654072208228;7753;14.3004570249152;2528;10.7800175284838;10281;13.4142305570877;1639504;2.99543541928683;1042185;31.6363843049582;1040859;31.5174059889591;351;-28.8032454361055;2682040;12.5002621611305;20265;7.94183445190157;"LIN";"LIML";67;7200;5
"Milano Malpensa";2011;4;3271;20.1248622842453;12421;12.1231269182163;8950;14.3185592029633;15692;13.7019056590102;321;0.3125;16013;13.3984845265916;1158179;20.2484542986331;4648325;6.51977834069005;2914548;9.90194773436784;61140;-20.5282518555106;5867644;8.58161380424738;3409;-9.2868547099521;"MXP";"LIMC";72;74500;8
"Napoli";2011;4;2958;4.37544107268878;1854;23.9304812834225;1674;31.2941176470588;4812;11.1316397228637;454;2.71493212669683;5266;10.3520536462699;955597;4.06537974835179;583733;15.3791265916359;527200;22.5958128600031;5354;-32.0730778990104;1544684;7.86342046570219;1268;-10.1983002832861;"NAP";"LIRN";75;12482;6
"Olbia";2011;4;817;16.2162162162162;350;48.3050847457627;305;39.2694063926941;1167;24.2811501597444;432;11.0539845758355;1599;20.4066265060241;199127;14.5388867478473;46965;19.7414716230687;42593;12.3025812745537;10543;20.6845238095238;256635;15.7008958157694;1329;-2.9218407596786;"OLB";"LIEO";77;5408;5
"Palermo";2011;4;3539;16.1089238845144;691;58.8505747126437;640;64.5244215938303;4230;21.4470284237726;156;5.40540540540541;4386;20.7931699256403;1208204;16.0075929896389;152930;40.8558376008547;144994;43.9003572846368;2789;-44.8923137719818;1363923;18.0763037606482;668;-24.3488108720272;"PMO";"LICJ";67;7938;5
"Perugia";2011;4;75;56.25;78;30;60;36.3636363636364;153;41.6666666666667;212;-32.0512820512821;365;-13.0952380952381;11765;170.459770114943;30398;42.153011597456;24419;34.9712580145921;7;0;42170;63.8688116888164;760;-22.7642276422764;"PEG";"LIRZ";74;50;1
"Pescara";2011;4;189;-0.526315789473684;265;55.8823529411765;228;60.5633802816901;454;26.1111111111111;247;-16.8350168350168;701;6.69710806697108;59275;4.47879578383333;73350;22.6035067778762;68849;21.5811965811966;84;-55.0802139037433;132709;13.6713262753966;982;-23.5202492211838;"PSR";"LIBP";66;162;2
"Pisa";2011;4;916;18.1935483870968;2443;27.9057591623037;0;0;3359;25.1024208566108;202;-15.4811715481172;3561;21.7852257181943;342176;12.8444602741172;780582;23.3240435293672;0;0;3057;-27.6620918125887;1125815;19.7158461345419;1533;-10.1406799531067;"PSA";"LIRP";66;11552;6
"Reggio Calabria";2011;4;415;33.4405144694534;51;-3.77358490566038;51;-3.77358490566038;466;28.021978021978;282;60.2272727272727;748;38.5185185185185;126671;15.1271960518782;3325;-14.8745519713262;3325;163.470681458003;20772;3.07661770543867;150768;12.4421076183018;490;26.2886597938144;"REG";"LICR";76;72;1
"Rimini";2011;4;313;0;446;31.1764705882353;176;-18.5185185185185;759;123.235294117647;216;15.5080213903743;975;85.0094876660342;31676;2108.92608089261;117548;50.63304116049;32627;8.74216771097187;422;-73.8213399503722;149646;84.5613083051725;949;5.79710144927536;"RMI";"LIPR";70;18;1
"Roma Ciampino";2011;4;486;-18.4563758389262;2169;13.1455399061033;2087;10.833775889538;2655;5.65061679267807;1313;-18.598884066956;3968;-3.82937469704314;283623;5.68317739249025;1189568;8.67465608881304;1151285;6.17008091274445;0;0;1473191;8.08563557192486;11515;0.964489259096887;"CIA";"LIRA";68;5000;5
"Roma Fiumicino";2011;4;10695;-0.511627906976744;16245;6.114050558495;10615;12.9856306546035;26940;3.38078974634483;18;-18.1818181818182;26958;3.36260112725739;3835883;3.39892554565083;6736997;5.96619681535024;4105819;12.1876211651031;98615;-21.1641311386293;10671495;4.69882749816435;102;-0.970873786407767;"FCO";"LIRF";74;219122;9
"Torino";2011;4;1982;16.2463343108504;1653;6.71400903808909;1534;9.72818311874106;3635;11.7086662569146;949;-10.8082706766917;4584;6.16025937934229;681658;6.94989660506902;509068;4.06196276755581;459423;5.16144242962502;999;-69.0328580285183;1191725;5.48245905194351;2045;-11.2798264642082;"TRN";"LIMF";76;3700;4
"Trapani";2011;4;656;5.97738287560582;446;20.8672086720867;430;21.1267605633803;1102;11.5384615384615;28;-50;1130;8.23754789272031;276779;5.64487194167716;128240;25.8229412976717;126773;26.4808292843531;411;128.333333333333;405430;11.354029624462;119;-68.4350132625995;"TPS";"LICT";61;1568;4
"Treviso";2011;4;261;68.3870967741936;1221;32.8618063112078;1121;35.2231604342581;1482;37.9888268156425;396;14.7826086956522;1878;32.3467230443975;137826;11.8690291632509;591254;40.3650296990214;532757;39.3196634928439;75;0;729155;33.9302278166666;1914;0.419727177334732;"TSF";"LIPH";64;2888;4
"Trieste";2011;4;513;46.1538461538462;436;29.3768545994065;367;20.7236842105263;949;37.9360465116279;407;-10.5494505494505;1356;18.6351706036745;146352;28.9047430307835;97729;35.7762093973158;88336;35.2461149812447;1060;173.19587628866;245141;31.8664235265007;1036;6.69412976313079;"TRS";"LIPQ";72;242;2
"Venezia";2011;4;1579;12.7052105638829;4211;21.9872537659328;3541;17.6802924559654;5790;19.3076447558211;503;20.3349282296651;6293;19.3891102257636;507359;-4.09509605442485;1450931;16.217473979985;1191044;14.709202208191;2556;-35.0774701549403;1960846;10.0719537537989;4242;26.0998810939358;"VCE";"LIPZ";75;30013;7
"Verona";2011;4;1058;1.24401913875598;1388;16.8350168350168;1112;35.609756097561;2446;9.53873712494402;312;32.7659574468085;2758;11.7504051863857;371549;11.1058281749948;485994;22.537619009198;283054;46.7825491731444;6175;26.4591439688716;863718;17.3687765066225;1987;-12.8890837352039;"VRN";"LIPX";67;2965;4
"Alghero";2011;5;814;-2.39808153477218;390;8.93854748603352;366;11.5853658536585;1204;1.00671140939597;56;47.3684210526316;1260;2.4390243902439;343956;6.05320605320605;153932;37.0343004157356;146897;36.2731455712642;74;-93.2971014492754;497962;13.7525442081145;194;-59.5833333333333;"AHO";"LIEA";70;1922;4
"Ancona";2011;5;327;11.2244897959184;598;26.1603375527426;478;24.4791666666667;925;20.4427083333333;583;2.1015761821366;1508;12.621359223301;61632;34.9034715230049;149636;32.0624498045134;130698;33.5615598430347;1381;-14.1702921068987;212649;32.407441999477;3999;5.98992843890803;"AOI";"LIPY";77;200;2
"Bari";2011;5;2058;-2.04664445502142;884;7.41190765492102;725;7.88690476190476;2942;0.615595075239398;472;9.76744186046512;3414;1.78890876565295;1048951;9.76803225593785;332678;30.2862021429914;296772;36.6624147506182;3212;-59.749373433584;1384841;13.6111067812698;1639;12.8787878787879;"BRI";"LIBD";72;5000;5
"Bergamo";2011;5;1836;10.7358262967431;4134;3.27254559080689;3592;3.78503322739093;5970;5.45839957604664;201;-18.9516129032258;6171;4.43391436791335;941567;21.4578810429542;2195251;7.66686824308252;1950209;8.42367207744735;1548;-58.4986595174263;3138366;11.3733019149148;1424;10.5590062111801;"BGY";"LIME";73;13122;6
"Bologna";2011;5;1491;-6.16740088105727;3955;-3.41880341880342;0;0;5446;-4.1871921182266;554;-12.6182965299685;6000;-5.0332383665717;627984;13.915660355796;1598091;16.1460740792423;0;0;21347;-3.36788737494907;2247422;15.294152652191;4448;49.8652291105121;"BLQ";"LIPE";72;15488;6
"Bolzano";2011;5;217;5.33980582524272;3;-78.5714285714286;3;-78.5714285714286;220;0;1345;33.1683168316832;1565;27.2357723577236;22656;5.56824006337077;105;-59.3023255813954;105;-56.9672131147541;13;0;22774;4.85749804318799;3748;22.4036577400392;"BZO";"LIPB";59;8;1
"Brindisi";2011;5;1140;23.3766233766234;279;26.2443438914027;209;10.5820105820106;1419;23.9301310043668;132;28.1553398058252;1551;24.2788461538462;602622;36.8861247149256;96588;48.0253176196533;79970;29.8340747475403;1218;30.8270676691729;700428;38.3102496356765;510;7.14285714285714;"BDS";"LIBR";72;968;3
"Cagliari";2011;5;2311;-4.22710319104849;714;5.77777777777778;667;7.40740740740741;3025;-2.04015544041451;434;14.8148148148148;3459;-0.201961915753029;1015490;5.65936043983028;230218;5.33496829216958;218824;5.87113973167416;4999;-5.16031113640675;1250707;5.55139683710473;1102;5.45454545454545;"CAG";"LIEE";72;3698;4
"Catania";2011;5;3887;3.95827761433538;1167;-3.71287128712871;1020;1.19047619047619;5054;2.08038780044435;170;-0.584795321637427;5224;1.9914096056228;2014762;8.29957642606807;388230;6.20754556969297;351631;9.91079131293682;4355;-28.7700359829899;2407347;7.85542019692538;973;5.53145336225597;"CTA";"LICC";68;27149;7
"Cuneo";2011;5;186;39.8496240601504;136;7.08661417322835;93;-13.8888888888889;322;23.8461538461538;353;20.8904109589041;675;22.2826086956522;24407;51.9265483971366;57188;35.0940187092507;43618;15.1873663083952;134;0;81729;39.9541072315359;1206;0.249376558603491;"CUF";"LIMZ";42;50;1
"Firenze";2011;5;340;1.79640718562874;1982;2.16494845360825;1734;2;2322;2.11081794195251;770;1.44927536231884;3092;1.94526871084735;158443;14.9754002002816;569664;13.0956658811477;491901;14.3918570093067;8;0;728115;13.5007100468116;4363;-0.750682438580528;"FLR";"LIRQ";61;5618;5
"Genova";2011;5;844;1.80940892641737;686;0.439238653001464;656;1.86335403726708;1530;1.19047619047619;707;1.43472022955524;2237;1.2675418741512;331802;11.8368364994405;178665;16.2827780561937;160807;16.7230416352128;1084;-16.2287480680062;511551;13.2689731525048;3204;10.6353591160221;"GOA";"LIMJ";64;800;3
"Lamezia Terme";2011;5;1270;7.99319727891156;452;29.8850574712644;422;35.2564102564103;1722;12.992125984252;64;-41.8181818181818;1786;9.30232558139535;653608;16.8187651249495;75728;58.7189805499665;70886;64.8358292251883;1403;36.7446393762183;730739;20.139121799804;255;28.7878787878788;"SUF";"LICA";62;1250;4
"Milano Linate";2011;5;4927;-4.1066562864928;3351;20.0644930132569;3350;20.1578192252511;8278;4.40156387942994;3161;20.3273696231443;11439;8.36491095111785;2111103;3.07113563128601;1342348;31.0867516589112;1341022;30.9946147541864;744;20.5834683954619;3454195;12.4107988982151;27990;13.0406687936675;"LIN";"LIML";67;7200;5
"Napoli";2011;5;3200;-2.40927111924367;1959;0.927357032457496;1783;4.4522554188635;5159;-1.16858237547893;706;-16.3507109004739;5865;-3.28166226912929;1247150;2.78991181076403;830347;12.2111769682129;756788;18.8778058780101;7134;-29.9076439379053;2084631;6.17108335064967;2311;-15.4099560761347;"NAP";"LIRN";75;12482;6
"Olbia";2011;5;859;11.9947848761408;650;1.24610591900312;587;6.72727272727273;1509;7.097232079489;723;-19.8447893569845;2232;-3.41843357853743;277957;13.0131611581169;112807;7.76880821590638;102038;6.02452202826268;14699;8.63203015298204;405463;11.3429097889097;3112;6.46595963051659;"OLB";"LIEO";77;5408;5
"Palermo";2011;5;3510;2.9023746701847;749;36.1818181818182;713;37.1153846153846;4259;7.52335268871497;176;-13.7254901960784;4435;6.48259303721489;1581786;14.6704518351567;241065;41.7145779690311;231257;44.0171632124352;4595;-38.3304254462488;1827446;17.3714944867487;1011;-15.8901830282862;"PMO";"LICJ";67;7938;5
"Perugia";2011;5;91;75;88;33.3333333333333;69;27.7777777777778;179;51.6949152542373;279;-5.42372881355932;458;10.8958837772397;16633;203.854585312386;41830;39.345081448416;34345;31.2882262996942;7;0;58470;64.7367086467754;1141;-36.6463076068851;"PEG";"LIRZ";74;50;1
"Pescara";2011;5;198;0;280;40;242;42.3529411764706;478;20.1005025125628;260;-17.1974522292994;738;3.65168539325843;78955;7.50367627035564;109307;35.3948867859089;102677;34.6777895827595;84;-55.0802139037433;188346;22.0149906389485;1216;-27.9620853080569;"PSR";"LIBP";66;162;2
"Pisa";2011;5;894;0;2567;2.02702702702703;0;0;3461;1.49560117302053;301;-17.5342465753425;3762;-0.344370860927152;447601;11.0105008358011;1088604;18.0720251891846;0;0;4129;-10.0043591979076;1540334;15.8340082585276;2119;-8.70314519603619;"PSA";"LIRP";66;11552;6
"Reggio Calabria";2011;5;410;4.06091370558376;38;-44.1176470588235;38;-44.1176470588235;448;-3.03030303030303;362;21.4765100671141;810;6.57894736842105;165496;13.5642185151892;4298;-20.3040979046913;4298;56.3477628228447;25800;0.962667292791735;195594;10.7077361950689;678;14.9152542372881;"REG";"LICR";76;72;1
"Rimini";2011;5;327;808.333333333333;518;-9.91304347826087;248;-35.0785340314136;845;38.2978723404255;273;11.8852459016393;1118;30.7602339181287;57158;2852.37603305785;175248;39.2470640583533;55136;8.42871189773845;479;-77.7209302325581;232885;79.2250269355087;1343;3.78670788253478;"RMI";"LIPR";70;18;1
"Roma Ciampino";2011;5;546;-27.4900398406375;2383;2.23080223080223;2303;1.00877192982456;2929;-5.02594033722438;1634;-6.46823125357756;4563;-5.54750569240323;358668;11.1773075146695;1522288;7.18737765911005;1475502;4.88669693010454;0;-100;1880956;7.92402338236408;15584;7.86267995570321;"CIA";"LIRA";68;5000;5
"Roma Fiumicino";2011;5;11612;-2.22297069720445;17156;1.43076741161168;11240;4.49981405727036;28768;-0.0764154220215353;14;0;28782;-0.0763782807943341;5021909;3.51055973184879;8916343;5.79990419520352;5460021;11.5884804343841;117909;-22.7682109662079;14056161;4.64827793537626;129;-9.15492957746479;"FCO";"LIRF";74;219122;9
"Torino";2011;5;2081;8.49843587069864;1809;3.13568985176739;1697;7.60938490805327;3890;5.93681917211329;1170;-6.77290836653386;5060;2.69941140653542;885533;5.94122066536503;621733;4.06914363859443;564464;5.90120260407872;1142;-72.6598036868566;1508408;4.9347743816923;2668;-15.6230234029096;"TRN";"LIMF";76;3700;4
"Trapani";2011;5;736;-5.7618437900128;451;-24.5819397993311;433;-25.3448275862069;1187;-13.9231327048586;28;-62.1621621621622;1215;-16.3799036476256;353726;0.104143672988867;182282;4.61607332457142;179303;4.91261329260943;411;128.333333333333;536419;1.63743399200799;148;-68.1034482758621;"TPS";"LICT";61;1568;4
"Treviso";2011;5;254;32.9842931937173;1238;1.72555464256368;1142;5.05979760809568;1492;5.96590909090909;458;-0.865800865800866;1950;4.27807486631016;176536;16.4017117123057;761326;31.8461818213305;689855;31.5450255041236;75;-53.416149068323;937937;28.615426386034;2538;0.594530321046373;"TSF";"LIPH";64;2888;4
"Trieste";2011;5;543;28.6729857819905;436;12.0822622107969;396;16.4705882352941;979;20.7151664611591;567;8.20610687022901;1546;15.8052434456929;191035;25.8440215279013;131043;32.6816179820787;119698;32.267367979049;1185;191.154791154791;323263;28.8028688116346;1438;10.1071975497703;"TRS";"LIPQ";72;242;2
"Venezia";2011;5;1667;-4.63386727688787;4650;2.13046343070503;3882;-1.42204164550533;6317;0.253927947944771;923;47.2089314194577;7240;4.50346420323326;664097;-5.60434952560321;1966510;13.3869100335806;1609545;11.4522174528116;2691;-48.5074626865672;2633298;7.78568262202697;6466;33.4847233691164;"VCE";"LIPZ";75;30013;7
"Verona";2011;5;1124;-4.1773231031543;1703;-5.23094045631608;1422;13.3067729083665;2827;-4.81481481481481;303;-9.55223880597015;3130;-5.29500756429652;487852;11.4058985396376;642169;16.9728046048198;404336;44.0343115252812;7673;-7.87609556969624;1137694;14.315370208114;2585;-11.533196440794;"VRN";"LIPX";67;2965;4
"Alghero";2011;6;936;1.07991360691145;406;-8.1447963800905;370;-10.1941747572816;1342;-1.90058479532164;200;143.90243902439;1542;6.3448275862069;446236;8.86300761638034;210128;26.4658088279548;198769;25.6933817298815;133;-89.6578538102644;656497;0;285;-48.9247311827957;"AHO";"LIEA";70;1922;4
"Ancona";2011;6;310;2.64900662251656;561;6.25;453;5.34883720930233;871;4.93975903614458;557;-12.1451104100946;1428;-2.45901639344262;79913;31.4012759800053;189110;27.848725974702;166334;29.5103283424042;1926;-0.207253886010363;270949;0;4642;-1.79818066426909;"AOI";"LIPY";77;200;2
"Bari";2011;6;2054;-2.93005671077505;886;9.51792336217552;715;7.35735735735736;2940;0.512820512820513;593;37.906976744186;3533;5.30551415797317;1286237;8.78142430047234;423419;26.5160931766843;379615;32.5679663354927;4105;-51.9545880149813;1713761;0;2303;17.921146953405;"BRI";"LIBD";72;5000;5
"Bergamo";2011;6;1914;12.6545026486168;4252;-0.0235128144838937;3713;2.48412917471709;6166;3.59543010752688;163;-20.873786407767;6329;2.77687560896395;1179315;20.7909849876117;2734735;6.86854208195404;2434638;8.15686187403516;1810;-63.610776035384;3915860;0;1586;5.03311258278146;"BGY";"LIME";73;13122;6
"Bologna";2011;6;1618;-3.91923990498812;4001;-6.36555113503393;0;0;5619;-5.6739969783448;593;-13.1771595900439;6212;-6.44578313253012;778482;11.9480123555499;1975860;13.849217461651;0;0;26425;-8.18595601264723;2780767;0;5516;41.5811088295688;"BLQ";"LIPE";72;15488;6
