"airport";"year";"month";"tm_mov_naz";"p_tm_mov_naz";"tm_mov_internaz";"p_tm_mov_internaz";"tm_mov_UE";"p_tm_mov_UE";"tm_mov_tcomm";"p_tm_mov_tcomm";"tm_mov_tgenav";"p_tm_mov_tgenav";"tm_mov_tot";"p_tm_mov_tot";"tp_mov_naz";"p_tp_mov_naz";"tp_mov_internaz";"p_tp_mov_internaz";"tp_mov_UE";"p_tp_mov_UE";"tp_mov_tcomm";"p_tp_mov_tcomm";"tp_mov_tgenav";"p_tp_mov_tgenav";"tp_mov_tot";"p_tp_mov_tot";"cod3";"cod4";"rating";"nroutes";"nro"
"Verona";2002;8;1157;-4.22185430463576;2550;-0.546021840873635;2059;-1.76526717557252;3707;-1.72322375397667;240;34.8314606741573;3947;-0.0759493670886076;544438;-2.87241387307574;960728;-7.78076516600802;587994;-18.7373198520672;20921;-12.6982139876481;1526087;-6.16144722036045;2985;-14.2241379310345;"VRN";"LIPX";67;2965;4
"Alghero";2002;9;822;11.9891008174387;196;44.1176470588235;194;44.7761194029851;1018;17.0114942528736;72;-32.0754716981132;1090;11.6803278688525;457993;4.53501748363477;164656;33.659114708055;163731;-44.0117221428132;2758;32.6599326599327;625407;11.0070394785887;1044;19.3142857142857;"AHO";"LIEA";70;1922;4
"Ancona";2002;9;415;-21.8455743879473;489;-5.96153846153846;298;6.42857142857143;904;-13.9866793529971;742;0;1646;-8.19854991634133;158259;-11.658712216361;184444;6.35498174982557;149490;7.17742455853569;94;-74.2465753424657;342797;-2.87193319978579;6790;37.3937677053824;"AOI";"LIPY";77;200;2
"Bari";2002;9;1124;-20.8450704225352;331;56.1320754716981;231;0;1455;-10.8455882352941;342;-1.72413793103448;1797;-9.24242424242424;836288;-3.58469922675272;95464;156.485760343901;54707;0;5654;11.9825708061002;937406;3.05128346067169;3659;17.088;"BRI";"LIBD";72;5000;5
"Bergamo";2002;9;493;-43.1372549019608;2057;3.73171961674231;1577;9.21052631578947;2550;-10.5263157894737;265;-8.62068965517241;2815;-10.3503184713376;208174;-30.037539783096;782237;31.3430204443489;592163;58.0990089493582;4488;-47.4473067915691;994899;10.3409382039108;3201;4.88204456094364;"BGY";"LIME";73;13122;6
"Bologna";2002;9;1483;0.270453008789723;3667;-0.434428455063807;2973;-2.9382957884427;5150;-0.232468035645099;0;0;5150;-0.232468035645099;881763;-0.203720617545099;1743044;-8.6374960491825;1377205;-8.59060661049731;39441;-30.5285963398094;2664248;-6.45751709256017;0;0;"BLQ";"LIPE";72;15488;6
"Bolzano";2002;9;192;88.2352941176471;16;-71.9298245614035;16;-71.9298245614035;208;30.8176100628931;1155;113.493530499076;1363;94.7142857142857;23282;13.5651919418565;3347;-67.9283250287466;3289;-68.4840935224224;344;405.882352941176;26973;-13.0043541364296;3897;-7.91587901701323;"BZO";"LIPB";59;8;1
"Brindisi";2002;9;541;-2.69784172661871;137;34.3137254901961;107;0;678;3.03951367781155;121;303.333333333333;799;16.1337209302326;417328;-5.63570091260187;58743;19.0768669423498;54491;0;15903;-12.941369683035;491974;-3.5063185126635;1218;183.916083916084;"BDS";"LIBR";72;968;3
"Cagliari";2002;9;2158;0.139211136890951;268;-19.0332326283988;248;-20.7667731629393;2426;-2.41351568785197;365;31.7689530685921;2791;1.01339124140427;1575203;9.61685669112489;106751;12.3529164123182;97515;13.8329539485204;25963;4.66419414657744;1707917;9.70492565652725;1983;-12.8734622144112;"CAG";"LIEE";72;3698;4
"Catania";2002;9;3771;16.5327564894932;940;-8.6491739552964;658;144.609665427509;4711;10.4572098475967;129;10.2564102564103;4840;10.4518484710178;2678289;13.5058679337719;777693;-3.85807410301137;604792;7.54553585876638;11259;38.8971132494449;3467241;9.14905854069006;2186;24.7716894977169;"CTA";"LICC";68;27149;7
"Cuneo";2002;9;61;52.5;7;250;2;0;68;61.9047619047619;1022;-37.6829268292683;1090;-35.1961950059453;3979;-3.02217889349257;1204;323.943661971831;1158;279.672131147541;340;0;5523;25.8946888534306;8840;-16.7137742604108;"CUF";"LIMZ";42;50;1
"Firenze";2002;9;689;-15.6670746634027;1603;-17.1576227390181;0;0;2292;-16.7151162790698;395;-2.70935960591133;2687;-14.914502849905;312317;-5.73383557591892;755304;-13.0835443037975;0;0;0;0;1067621;-11.0548573123366;6844;6.70408481446835;"FLR";"LIRQ";61;5618;5
"Genova";2002;9;1274;44.2808607021518;641;-15.9895150720839;628;23.3791748526523;1915;16.3426488456865;724;-14.8235294117647;2639;5.72916666666667;433693;6.71212113755924;303081;-9.00818407258186;295920;13.350646962837;15052;36.0448300795372;751826;0.168140225217303;6020;-31.5364494484249;"GOA";"LIMJ";64;800;3
"Lamezia Terme";2002;9;936;41.3897280966767;220;-11.2903225806452;174;-13.8613861386139;1156;27.032967032967;66;83.3333333333333;1222;29.1754756871036;560975;11.4432041448389;108544;-17.5310367882812;91704;-20.0543989957108;4981;-15.7618806020633;674500;5.24197071636314;1114;66.7664670658683;"SUF";"LICA";62;1250;4
"Milano Linate";2002;9;5444;6.80792623111634;2494;-12.2140091517071;2487;-8.29646017699115;7938;0;0;0;7938;-29.4838766989429;4168953;6.03827238840611;1595521;-7.56524081675217;1590371;-6.01138592591761;691;12.1753246753247;5765165;1.88907363302886;0;0;"LIN";"LIML";67;7200;5
"Milano Malpensa";2002;9;4893;-7.83575061216802;14101;-10.1160122386537;9150;-11.3543886843635;18994;-9.53945801781207;0;0;18994;-10.7257003196089;3155788;-10.3593847332004;10330786;-11.9736844347573;5675736;-8.93636383764761;73771;-17.316551036191;13560345;-11.6344090505958;0;0;"MXP";"LIMC";72;74500;8
"Napoli";2002;9;3562;21.115266916015;1818;-3.80952380952381;1659;-3.88180764774044;5380;11.3641068101842;532;-30.2752293577982;5912;5.68466213800501;1848777;-2.88511693800655;1256552;2.58639270062505;1181654;2.19453955317013;59033;-47.714913290702;3164362;-2.37906832035623;6602;-21.0853454458523;"NAP";"LIRN";75;12482;6
"Olbia";2002;9;1454;-17.5736961451247;424;10.4166666666667;319;14.7482014388489;1878;-12.5698324022346;838;-1.64319248826291;2716;-9.46666666666667;969838;-3.40566834523202;209044;17.8529347096861;171197;20.3468468151814;10517;-42.9694702022667;1189399;-0.871025544859774;15594;17.1072394112346;"OLB";"LIEO";77;5408;5
"Palermo";2002;9;3363;4.182156133829;546;17.6724137931034;372;21.1726384364821;3909;5.87757313109426;116;-30.952380952381;4025;4.27461139896373;2232043;-0.773304265332052;367465;5.50304624201115;290810;9.54657264368076;12337;-60.093805595989;2611845;-0.639339341738405;1345;-38.3310408069693;"PMO";"LICJ";67;7938;5
"Perugia";2002;9;220;-17.910447761194;15;-44.4444444444444;12;-33.3333333333333;235;-20.3389830508475;1186;124.196597353497;1421;72.4514563106796;22056;4.49118817509949;18892;-17.7106019688126;12764;-16.7384213959556;11;57.1428571428571;40959;-7.06555033694098;1724;-2.04545454545455;"PEG";"LIRZ";74;50;1
"Pescara";2002;9;340;123.684210526316;183;22;163;53.7735849056604;523;73.1788079470199;404;66.9421487603306;927;70.4044117647059;54906;17.4384531473916;161304;140.798960992431;150951;179.658002482539;0;0;216210;89.8144083718154;8179;107.010883320678;"PSR";"LIBP";66;162;2
"Pisa";2002;9;760;-21.9712525667351;1472;22.1576763485477;0;0;2232;2.43230839834787;309;5.82191780821918;2541;2.8328611898017;381390;-12.2965163741224;883728;33.2699955211119;0;0;10300;16.7006571493315;1275418;15.2347307553307;4814;-1.29177773221243;"PSA";"LIRP";66;11552;6
"Reggio Calabria";2002;9;481;-15.9090909090909;0;0;0;0;481;-15.9090909090909;0;0;481;-15.9090909090909;335477;-15.1453756750262;0;0;0;0;0;0;335477;-15.1453756750262;0;0;"REG";"LICR";76;72;1
"Rimini";2002;9;213;0;338;-7.3972602739726;188;18.2389937106918;551;48.1182795698925;124;-29.5454545454545;675;23.1751824817518;22653;0;141213;-23.4713287774424;80314;-32.2307633890525;4744;-50.8342833454244;168610;-13.926622458408;2129;-12.2061855670103;"RMI";"LIPR";70;18;1
"Roma Ciampino";2002;9;306;9.28571428571429;889;5.95947556615018;656;7.18954248366013;1195;6.79177837354781;1472;19.2868719611021;2667;13.3446663833404;2622;2.26209048361934;619232;10.1759842288524;504267;19.0603462727163;13254;50.8192990441511;635108;10.7635104143595;25848;6.43607164916615;"CIA";"LIRA";68;5000;5
"Roma Fiumicino";2002;9;13678;3.62121212121212;11020;-4.76190476190476;6643;-10.3266738660907;24698;-0.294699446933915;0;0;24698;-0.294699446933915;9189869;-4.4795270931209;9723293;-7.24469329807536;5810053;-5.12408546004764;287176;-12.5897156493313;19200338;-6.02860889061384;0;0;"FCO";"LIRF";74;219122;9
"Trieste";2002;9;749;39.4785847299814;520;57.0996978851964;296;16.078431372549;1269;46.1981566820277;721;19.5688225538972;1990;35.2821210061183;298902;-6.07743139676285;187961;18.7147097833639;148999;20.9819906136832;16499;581.495249896737;503362;5.08732886006923;4014;2.92307692307692;"TRS";"LIPQ";72;242;2
"Torino";2002;9;1650;-1.90249702734839;2158;-10.5677579776212;1955;-11.3378684807256;3808;-7.00854700854701;1210;-26.7110841913992;5018;-12.6696832579186;1142851;1.44239176070321;969624;-10.5529418276416;926413;-7.88568599044864;4543;-80.5522260273973;2117018;-5.23563092076432;8669;-16.6041366041366;"TRN";"LIMF";76;3700;4
"Treviso";2002;9;0;0;608;0.33003300330033;0;0;608;0.33003300330033;664;82.9201101928375;1272;31.2693498452012;0;0;393375;21.2040449105855;0;0;0;0;393375;21.0019747891405;5209;5.91703944692965;"TSF";"LIPH";64;2888;4
"Venezia";2002;9;2135;19.140625;3528;0.713673993719669;3121;-6.6965620328849;5663;6.94995278564684;423;9.30232558139535;6086;7.11017247448082;1144276;0.742266770554081;2009179;-9.22075058578801;1815876;-10.9115314647027;20308;35.5402789828472;3173763;-5.65749508187365;6661;2.66646115906289;"VCE";"LIPZ";75;30013;7
"Verona";2002;9;1133;-3.07955517536356;2237;-7.79060181368508;1808;-9.14572864321608;3370;-6.2586926286509;241;29.5698924731183;3611;-4.49616503570484;626746;-2.14020388693628;1125716;-7.02133019471804;707487;-16.6299006610811;24302;-11.3195153992118;1776764;-5.41993908171163;3451;-11.3992297817715;"VRN";"LIPX";67;2965;4
"Alghero";2002;10;724;34.0740740740741;168;64.7058823529412;164;78.2608695652174;892;38.9408099688474;28;-54.8387096774194;920;30.6818181818182;506516;7.20301047868389;188383;37.8045836594661;187261;-38.6699112116935;3080;43.1892143189214;697979;14.1725431308754;1071;15.1612903225806;"AHO";"LIEA";70;1922;4
"Ancona";2002;10;424;-20;523;10.8050847457627;306;6.99300699300699;947;-5.48902195608782;832;20.4052098408104;1779;5.07974010632014;176803;-9.66303042689625;206298;6.98106162749694;168639;7.88615077537233;99;-77.8026905829596;383200;-1.49024285534336;7683;39.2857142857143;"AOI";"LIPY";77;200;2
"Bari";2002;10;1177;-17.1710063335679;294;44.1176470588235;215;0;1471;-9.47692307692308;206;-40.6340057636888;1677;-14.9594320486815;937564;-2.22402986786806;106477;160.78128826843;61123;0;6449;17.2971989814478;1050490;4.50369969499153;4072;21.407274895647;"BRI";"LIBD";72;5000;5
"Bergamo";2002;10;356;-60.8791208791209;2106;15.3340635268346;1639;8.68700265251989;2462;-10.0146198830409;212;-29.5681063122924;2674;-11.9525847876194;212207;-35.7987378000448;863998;36.5361458158844;657840;64.5834375781836;4726;-49.5570498452343;1080931;11.1267491243455;3468;-3.07434320849637;"BGY";"LIME";73;13122;6
"Bologna";2002;10;1519;1.67336010709505;3377;10.3234237177393;2737;-1.72351885098743;4896;7.48627881448957;0;0;4896;7.48627881448957;979758;1.17213113907686;1933858;-5.98273727975544;1522579;-7.12136305214171;42800;-31.2736848866337;2956416;-4.24876789455632;0;0;"BLQ";"LIPE";72;15488;6
"Bolzano";2002;10;213;117.34693877551;18;-67.2727272727273;18;-67.2727272727273;231;50.9803921568627;830;30.298273155416;1061;34.3037974683544;26735;19.3473505647069;3414;-70.2897920111392;3356;-70.7945348533635;415;510.294117647059;30564;-10;4621;-5.13241634161363;"BZO";"LIPB";59;8;1
"Brindisi";2002;10;552;15.2400835073069;35;-7.89473684210526;26;0;587;13.5396518375242;96;39.1304347826087;683;16.5529010238908;468516;-1.5879817508129;61065;19.1465698899555;56510;0;17765;-7.74783195721036;547346;0.139228116395437;1230;158.947368421053;"BDS";"LIBR";72;968;3
"Cagliari";2002;10;1693;-12.325220093216;154;52.4752475247525;141;48.4210526315789;1847;-9.10433070866142;276;-17.3652694610778;2123;-10.2704987320372;1738430;10.695169459256;113428;14.455813202559;103377;15.5037373884091;27758;2.46585455887781;1879616;10.783434257228;2223;-6.51808242220353;"CAG";"LIEE";72;3698;4
"Catania";2002;10;3296;3.4850863422292;629;-13.4800550206327;457;-21.2068965517241;3925;0.332310838445808;88;-34.8148148148148;4013;-0.840128490239684;2942175;14.0430066181321;854522;-3.92152012592759;667156;5.90635114906127;12892;51.7241379310345;3809589;9.54085926679067;2321;-6.71221864951768;"CTA";"LICC";68;27149;7
"Cuneo";2002;10;50;-3.84615384615385;6;50;3;-25;56;0;664;-8.16044260027662;720;-7.57381258023107;4439;-8.30406940714728;1254;207.352941176471;1158;169.93006993007;340;0;6033;14.9361783196799;9630;-15.9612531634523;"CUF";"LIMZ";42;50;1
"Firenze";2002;10;657;-1.35135135135135;1615;-17.6860346585117;0;0;2272;-13.5464231354642;456;61.7021276595745;2728;-6.25429553264605;347016;-3.68746218450078;845496;-11.5708357040062;0;0;0;0;1192512;-9.41318566122012;7634;7.14385964912281;"FLR";"LIRQ";61;5618;5
"Genova";2002;10;1279;21.6936251189343;650;-6.74318507890961;647;11.7443868739206;1929;10.3546910755149;895;3.94889663182346;2824;8.24070525105404;499653;8.94302029709771;337921;-7.83830295559113;330724;13.4302353498007;16214;39.7036015853869;853788;2.01743569154885;7001;-30.157621707901;"GOA";"LIMJ";64;800;3
"Lamezia Terme";2002;10;860;44.7811447811448;150;-12.7906976744186;122;-12.8571428571429;1010;31.8537859007833;70;6.06060606060606;1080;29.8076923076923;630496;15.6342961944062;124140;-16.9382088253989;105032;-19.2775621565538;4981;-24.404310213993;759617;8.31648352901921;1284;75.8904109589041;"SUF";"LICA";62;1250;4
"Milano Linate";2002;10;5613;23.3084358523726;2610;10.4060913705584;2590;10.1190476190476;8223;18.8982070561018;2141;16.9306389950847;10364;18.4863381730879;4731380;9.97695109149924;1802978;-4.25519938314743;1797001;-2.79392919485614;926;30.6064880112835;6535284;5.64682387071525;0;0;"LIN";"LIML";67;7200;5
"Milano Malpensa";2002;10;3851;-17.3427774200472;13580;-2.46354952237305;8699;-7.68332802716757;17431;-6.19416639758906;0;0;17431;-7.84562516521279;3460675;-9.66894120803884;11536293;-9.10652152023361;6265611;-7.59438169635746;80691;-16.6337779338988;15077659;-9.28000279181793;0;0;"MXP";"LIMC";72;74500;8
"Napoli";2002;10;4120;36.5142478462558;1631;3.75318066157761;1546;2.65604249667995;5751;25.2941176470588;516;-33.0739299610895;6267;16.899832120873;2105334;0.521818845925215;1412459;4.13246476350001;1329957;3.63271689353615;61927;-49.1518047755115;3579720;0.199322677971975;7265;-19.7946566570987;"NAP";"LIRN";75;12482;6
"Olbia";2002;10;750;2.04081632653061;129;-6.52173913043478;86;-13.1313131313131;879;0.687285223367698;177;-63.3540372670807;1056;-22.1238938053097;1034946;-1.9103366309608;218994;17.4633654444421;177424;19.8179337916503;11429;-43.07132894999;1265369;0.29763461724426;15999;16.0946230317103;"OLB";"LIEO";77;5408;5
"Palermo";2002;10;3382;10.7400130975769;263;55.6213017751479;199;89.5238095238095;3645;13.0933912503878;116;-43.1372549019608;3761;9.7461336445871;2503118;1.86025578211804;392211;7.03805994181572;310980;11.6604728819949;14137;-57.8817220318784;2909466;1.82246671876548;1557;-31.318923687693;"PMO";"LICJ";67;7938;5
"Perugia";2002;10;214;-13.0081300813008;28;47.3684210526316;19;35.7142857142857;242;-8.67924528301887;676;-11.864406779661;918;-11.046511627907;23876;0.670405194586162;21329;-15.5721806594625;14552;-14.5407564012215;35;337.5;45240;-7.65085327018862;1855;-6.50201612903226;"PEG";"LIRZ";74;50;1
"Pescara";2002;10;362;119.393939393939;164;31.2;160;58.4158415841584;526;81.3793103448276;386;26.1437908496732;912;53.0201342281879;62542;21.8809681568383;181071;139.902221868914;170071;174.538322464002;0;0;243613;91.8756497904918;8613;89.6301188903567;"PSR";"LIBP";66;162;2
"Pisa";2002;10;731;-13.1828978622328;1430;31.0724106324473;0;0;2161;11.7951370926022;354;30.6273062730627;2515;14.1107078039927;425327;-10.4446531292901;1000099;35.929372652902;0;0;11371;21.3036057179432;1436797;17.7649368266185;5336;-0.559075661572866;"PSA";"LIRP";66;11552;6
"Rimini";2002;10;228;0;212;-9.4017094017094;68;38.7755102040816;440;67.3003802281369;173;8.125;613;44.9172576832151;27574;0;154922;-20.3805157828737;82257;-32.1826666226956;5704;-50.7809129346794;188200;-9.5383668839284;2379;-10.8988764044944;"RMI";"LIPR";70;18;1
"Roma Ciampino";2002;10;352;12.4600638977636;1055;41.8010752688172;912;37.3493975903614;1407;33.112582781457;1548;12.2552574329224;2955;21.3054187192118;2738;2.50842381130663;738311;18.6400069418555;610815;27.8711689834199;15192;52.1939491083951;756241;19.0996354129755;29561;9.22627845107892;"CIA";"LIRA";68;5000;5
"Roma Fiumicino";2002;10;14113;6.64198277164878;11249;2.61813537675607;7071;-1.16019010343864;25362;4.81897834352786;0;0;25362;4.81897834352786;10320758;-2.50594226092897;10968353;-4.15956639017021;6568753;-2.4141556939745;319942;-12.6209190668407;21609053;-3.51629101261969;0;0;"FCO";"LIRF";74;219122;9
"Trieste";2002;10;747;28.3505154639175;481;34.733893557423;319;24.609375;1228;30.7774227902023;426;-18.2341650671785;1654;13.2876712328767;338980;-4.33508964528519;209563;17.3463616765126;166885;20.9600846579254;19360;0;567903;6.02623103850642;3002;-32.5393258426966;"TRS";"LIPQ";72;242;2
"Torino";2002;10;1744;9.27318295739348;2185;2.77516462841016;2000;-4.48901623686724;3929;5.56152606125739;1477;-11.0776640577965;5406;0.427271038454393;1282679;3.70605437562306;1066361;-8.83232022707259;1018753;-6.48752099721873;5023;-80.48941542047;2354063;-3.21483429375855;9917;-15.4777124350124;"TRN";"LIMF";76;3700;4
"Trapani";2002;10;111;-57.1428571428571;6;0;6;0;117;-54.8262548262548;44;0;161;-39.7003745318352;36135;-6.4029839148341;701;-87.7704117236567;616;-84.1237113402062;7118;-34.1169937060348;43954;-20.2908800754402;116;136.734693877551;"TPS";"LICT";61;1568;4
"Treviso";2002;10;0;0;644;23.8461538461538;0;0;644;23.8461538461538;554;127.98353909465;1198;57.0117955439056;0;0;443440;21.9253336559453;0;0;0;0;443440;21.7439051175049;6055;9.7317868793041;"TSF";"LIPH";64;2888;4
"Venezia";2002;10;2134;24.7223845704267;3581;9.24344112263575;3168;1.70144462279294;5715;14.5520144317498;435;27.9411764705882;6150;15.4062675924188;1293895;3.90310690682492;2266491;-6.85322945019556;2042189;-9.07828516679608;23232;47.983948022167;3583618;-2.99434037240718;7731;3.53555644837284;"VCE";"LIPZ";75;30013;7
"Verona";2002;10;1221;8.14880425155004;1705;-0.0586166471277843;1376;-6.26702997275204;2926;3.20987654320988;248;7.82608695652174;3174;3.55628058727569;696944;-0.0230955164573486;1211333;-5.59891581597862;759170;-15.7416789955194;27711;-6.41653439600149;1935988;-3.6770614157072;3906;-13.2578281145903;"VRN";"LIPX";67;2965;4
"Alghero";2002;11;648;37.2881355932203;70;6.06060606060606;70;9.375;718;33.457249070632;38;-24;756;28.5714285714286;548021;9.88991377581712;197290;37.0602456510865;196168;-37.2390934336648;3080;43.1892143189214;748391;16.0665017563722;1108;14.2268041237113;"AHO";"LIEA";70;1922;4
"Ancona";2002;11;460;0.436681222707424;412;8.13648293963255;252;15.5963302752294;872;3.93325387365912;794;30.8072487644152;1666;15.2143845089903;192733;-8.58325941877066;226740;9.46484176986024;186372;11.0011256633373;99;-77.8026905829596;419572;0.277718027771803;8698;44.2454394693201;"AOI";"LIPY";77;200;2
"Bari";2002;11;1210;-7.77439024390244;243;47.2727272727273;178;0;1453;-1.6249153689912;187;-50.5291005291005;1640;-11.5902964959569;1027858;-0.814246122729413;114942;170.458128426551;65871;0;6792;23.5358312113496;1149592;6.02226519953555;4359;24.5428571428571;"BRI";"LIBD";72;5000;5
"Bergamo";2002;11;300;-50.7389162561576;1994;23.3910891089109;1569;13.7781000725163;2294;3.10112359550562;143;-50.8591065292096;2437;-3.13990461049285;214655;-38.7511984112491;935473;43.1917293866074;715870;72.0915808857114;5542;-45.9317073170732;1155670;13.9697144519558;3715;-8.52006894853484;"BGY";"LIME";73;13122;6
"Bologna";2002;11;1336;-8.24175824175824;2967;34.3141693073789;2390;18.7872763419483;4303;17.4079126875853;0;0;4303;17.4079126875853;1064293;2.67944660980975;2085180;-3.76817747585182;1637991;-5.80563651127003;45718;-29.1237752697507;3195191;-2.22356935162954;0;0;"BLQ";"LIPE";72;15488;6
"Bolzano";2002;11;171;58.3333333333333;13;-76.7857142857143;11;-80.3571428571429;184;12.1951219512195;632;37.9912663755458;816;31.1897106109325;29398;18.4925433293027;3539;-71.2229630834282;3417;-72.2149943080176;431;533.823529411765;33368;-10.2431676350334;5863;12.3180076628352;"BZO";"LIPB";59;8;1
"Brindisi";2002;11;538;32.8395061728395;12;33.3333333333333;7;0;550;32.8502415458937;55;-20.2898550724638;605;25.2587991718427;510690;1.02270928944453;61182;19.3748536642472;56627;0;18175;-6.23710276516715;590047;2.41097897097314;1323;133.333333333333;"BDS";"LIBR";72;968;3
"Cagliari";2002;11;1433;-20.0334821428571;154;0;111;404.545454545455;1587;-12.5137816979052;229;20.5263157894737;1816;-9.3812375249501;1876955;11.8250197351763;117428;17.4644139683302;106933;18.3306037535411;27890;-5.74836943665304;2022273;11.8492175206785;2368;-3.26797385620915;"CAG";"LIEE";72;3698;4
"Catania";2002;11;2054;-29.0990680013807;133;-52.5;51;-73.1578947368421;2187;-31.1614730878187;22;-72.1518987341772;2209;-32.1560196560197;3075621;11.4287608580347;863485;-5.48771811536938;679731;5.03761989458085;12909;48.6869384934347;3952015;7.31962116752008;2359;-8.9891975308642;"CTA";"LICC";68;27149;7
"Cuneo";2002;11;51;0;16;166.666666666667;8;33.3333333333333;67;17.5438596491228;378;-60.8695652173913;445;-56.5004887585533;4887;-15.1415176245876;1390;119.936708860759;1218;86.5237366003063;340;0;6617;3.53622281333125;10130;-16.8445247085864;"CUF";"LIMZ";42;50;1
"Firenze";2002;11;611;-8.39580209895052;1519;-5.00312695434647;0;0;2130;-6.0017652250662;315;8.62068965517241;2445;-4.34272300469484;376700;-1.7613585984238;915726;-10.2305979784077;0;0;0;0;1292426;-7.91676196135346;8382;8.7441619097042;"FLR";"LIRQ";61;5618;5
"Genova";2002;11;1205;33.2964601769912;611;-4.97667185069984;608;-0.327868852459016;1816;17.3884938590821;420;-30.6930693069307;2236;3.85508592661403;555573;10.372236338388;367133;-8.45750675722849;359931;11.1797194027269;16692;38.1330685203575;939398;2.49852973107445;7292;-31.7164528513906;"GOA";"LIMJ";64;800;3
"Lamezia Terme";2002;11;858;54.3165467625899;52;550;50;525;910;61.3475177304965;115;173.809523809524;1025;69.1419141914191;690887;19.4828710325112;129360;-13.8122872124245;110252;-15.6778915648829;4981;-24.404310213993;825228;12.2895153290671;1476;91.9375812743823;"SUF";"LICA";62;1250;4
"Milano Linate";2002;11;5179;17.3312188491164;2531;5.59032123487693;2495;4.61215932914046;7710;13.199236529144;1772;1.83908045977011;9482;10.8876154835692;5207204;12.235157390332;1980771;-2.51242851848516;1974580;-1.1218422991082;926;30.6064880112835;7188901;7.74608982271785;0;0;"LIN";"LIML";67;7200;5
"Milano Malpensa";2002;11;3630;1.42497904442582;12739;9.82843348564531;8153;5.15929317683477;16369;7.84688364738437;0;0;16369;6.23012525147641;3708081;-8.13377392483188;12451580;-7.20417818859457;6726941;-6.31952549664526;86679;-15.5027197753992;16246340;-7.46637752460824;0;0;"MXP";"LIMC";72;74500;8
"Napoli";2002;11;3658;15.7228725086998;997;19.9759326113117;984;23.6180904522613;4655;16.6082164328657;346;-14.7783251231527;5001;13.7107776261937;2317965;2.767447675594;1475447;5.05028426182704;1391795;4.64128390910806;62519;-50.8764899543487;3855931;1.81138258951958;7663;-18.5740091382425;"NAP";"LIRN";75;12482;6
"Olbia";2002;11;570;2.7027027027027;13;-40.9090909090909;5;-72.2222222222222;583;1.03986135181976;117;-59.6551724137931;700;-19.2618223760092;1083026;-0.492198058955349;219359;17.0439023349127;177424;19.3047103520156;13766;-35.2462486476316;1316151;1.47202361035513;16298;14.33983443244;"OLB";"LIEO";77;5408;5
"Palermo";2002;11;3131;22.7843137254902;136;202.222222222222;95;493.75;3267;25.8959537572254;126;2.4390243902439;3393;24.8344370860927;2737107;4.81076786107468;399536;8.23456746645573;316723;13.1513230991279;16884;-50.2343266424971;3153527;4.61051947875315;1639;-46.5601565047278;"PMO";"LICJ";67;7938;5
"Perugia";2002;11;215;-4.86725663716814;3;-75;1;-66.6666666666667;218;-8.40336134453782;379;-13.0733944954128;597;-11.4243323442136;26677;3.05968707745799;23271;-13.1095511910985;15765;-12.4312614564239;35;337.5;49983;-5.11058376839108;2027;-2.73512476007678;"PEG";"LIRZ";74;50;1
"Pescara";2002;11;319;76.2430939226519;157;30.8333333333333;153;61.0526315789474;476;58.1395348837209;294;40.6698564593301;770;50.9803921568627;68945;24.050883443089;196760;138.702398427738;185578;169.802131340593;0;0;265705;92.2890432768852;8976;85.0340136054422;"PSR";"LIBP";66;162;2
"Pisa";2002;11;642;-10.2097902097902;1150;32.4884792626728;0;0;1792;13.2027795325332;255;2.40963855421687;2047;11.735807860262;459322;-9.401979135642;1077195;37.8604904743744;0;0;12111;27.915082382763;1548628;19.3250543410003;5811;2.23434201266714;"PSA";"LIRP";66;11552;6
"Rimini";2002;11;206;8.994708994709;100;-9.90990990990991;9;80;306;2;70;-53.0201342281879;376;-16.2583518930958;31915;0;162025;-18.8751420717694;82377;-32.0994065281899;5974;-48.4689036487536;199914;-6.91760060715832;2512;-13.1396957123098;"RMI";"LIPR";70;18;1
"Roma Ciampino";2002;11;244;23.8578680203046;743;112.285714285714;640;100;987;80.4387568555759;1299;4.50522928399035;2286;27.7094972067039;3028;1.00066711140761;812650;25.2809629668456;677597;34.6204049358385;16590;59.0756544251606;832268;25.7033419978281;32336;9.42808798646362;"CIA";"LIRA";68;5000;5
"Roma Fiumicino";2002;11;12993;11.5757835981108;10386;8.1875;6585;3.52145889011162;23379;10.0447164038597;0;0;23379;10.0447164038597;11281466;-1.19081996320187;11870229;-2.42071692343964;7107801;-1.03392370264902;347899;-12.6178306353373;23499594;-2.00443998448057;0;0;"FCO";"LIRF";74;219122;9
"Trieste";2002;11;693;17.4576271186441;349;0;254;-2.30769230769231;1042;10.9691160809372;285;-51.3651877133106;1327;-12.983606557377;372179;-3.22581483937231;229710;16.8193168121971;181832;19.6900980127568;20082;300.279051225832;621971;6.09512502580006;3150;-37.2759856630824;"TRS";"LIPQ";72;242;2
"Torino";2002;11;1693;13.6241610738255;2045;11.5657392253137;1840;0.821917808219178;3738;12.4887150165513;1109;-18.4558823529412;4847;3.50202861413624;1406632;5.30708377285151;1149888;-7.86988037140868;1097071;-6.01443017761009;5758;-78.1943497689919;2562278;-1.83828290033721;10889;-14.4753377316997;"TRN";"LIMF";76;3700;4
"Trapani";2002;11;97;-51.2562814070352;28;0;21;0;125;-37.1859296482412;13;225;138;-32.0197044334975;37745;-9.88420675659544;3494;-39.0439637124913;2964;-23.6082474226804;7118;-37.4516695957821;48357;-18.034815329593;118;140.816326530612;"TPS";"LICT";61;1568;4
